account_id,structuring_score,circular_score,layering_score,fusion_score,pattern_tag
ACC000691,0.0764550751538089,0.0,0.6416536607219306,0.05980105910324564,layering
ACC007306,0.0745204031758902,0.0,0.6252757111950378,0.05881525480058,layering
ACC002374,0.0745204031758902,0.0,0.6123655081331872,0.05815863963655123,layering
ACC002175,0.070390072551035,0.0,0.6141693028775035,0.05795286435167259,layering
ACC008020,0.0651883184225476,0.0,0.6033970555769341,0.05704317368289438,layering
ACC001146,0.0567726971126268,0.0,0.6123020959314326,0.056890785678572656,layering
ACC008591,0.0600198917109165,0.0,0.6062540172364203,0.05682010889481552,layering
ACC004049,0.0640974661778117,0.0,0.5942752594371682,0.05651517738290703,layering
ACC003471,0.0,1.0,0.5992317295543381,0.056419601860408744,circular
ACC004550,0.0,1.0,0.598780679164227,0.05639742752731317,circular
ACC006025,0.0575832603639075,0.0,0.6001376943615735,0.05634757672170254,layering
ACC004089,0.0551540363961899,0.0,0.6015618004835438,0.05624782059219424,layering
ACC002185,0.0,1.0,0.5912060098389875,0.05602626732662976,circular
ACC005427,0.0578937466447508,0.0,0.5903036643427455,0.055888083023242656,layering
ACC001815,0.055423585074628,0.0,0.5924606709434256,0.055821925158767674,layering
ACC002257,0.0814510341069409,0.0,0.5544019462507123,0.055772328570314396,layering
ACC005343,0.0351955684626433,0.0,0.6178123561377485,0.05565495918880429,layering
ACC004712,0.0,1.0,0.5826379545877545,0.05560920090696589,circular
ACC008971,0.0447124476353136,0.0,0.6015081316404884,0.05552109097740265,layering
ACC006924,0.0,1.0,0.5795109902642747,0.05545771898282417,circular
ACC003594,0.0460434268195589,0.0,0.59483331036842,0.05528999753396134,layering
ACC007803,0.051658188927818,0.0,0.5845613229274812,0.055180024655304194,layering
ACC005465,0.0479105839259204,0.0,0.5894411798109829,0.05515819912019695,layering
ACC000101,0.0,1.0,0.5729271220436364,0.055140040648246916,circular
ACC002902,0.0,1.0,0.5728553386132613,0.055136586485801435,circular
ACC004231,0.0,1.0,0.5727075779267039,0.055129476998657764,circular
ACC000042,0.0,1.0,0.5709163993928137,0.055043363295650675,circular
ACC002440,0.0080909235376761,0.0,0.6437086264287575,0.05504280518130675,layering
ACC008443,0.040203921206851,0.0,0.5973441467239476,0.055010881408723414,layering
ACC001627,0.0,1.0,0.5695733751448285,0.05497887842541078,circular
ACC001305,0.0,1.0,0.5689194166107222,0.054947504583825635,circular
ACC009406,0.0,1.0,0.5671080981229567,0.05486069409187076,circular
ACC006222,0.0,1.0,0.5666098551275695,0.054836837621278944,circular
ACC009423,0.0,1.0,0.5660927903548139,0.05481209027462431,circular
ACC007404,0.0422116442958379,0.0,0.5901227419854708,0.05480171074054065,layering
ACC005703,0.0,1.0,0.565799670785467,0.05479806588967052,circular
ACC001115,0.0,1.0,0.563415006244212,0.054684096523654836,circular
ACC004472,0.0,1.0,0.5616438783243288,0.05459959424654015,circular
ACC008716,0.0,1.0,0.5613928905923189,0.05458762932970761,circular
ACC008495,0.0354583641857697,0.0,0.5946356056501607,0.05455833547500167,layering
ACC000470,0.0,1.0,0.5606507932974757,0.05455226702107754,circular
ACC001194,0.0,1.0,0.5604721168819726,0.05454375598433401,circular
ACC000847,0.0,1.0,0.5604417772503572,0.05454231091664904,circular
ACC007938,0.0,1.0,0.560312174283354,0.054536138371847724,circular
ACC000031,0.0,1.0,0.5597844342938659,0.05451101072303744,circular
ACC008197,0.0,1.0,0.5592382749190075,0.05448501754751439,circular
ACC008843,0.0,1.0,0.559144861234826,0.05448057291203151,circular
ACC003878,0.0375639335124424,0.0,0.5896142448705162,0.054461943030287396,layering
ACC008492,0.0,1.0,0.5583460610239768,0.05444257984308939,circular
ACC003993,0.0,1.0,0.5573647951239357,0.05439594239573873,circular
ACC001791,0.0131797584798993,0.0,0.6225453155259176,0.05437782361129039,layering
ACC003343,0.0,1.0,0.5563965532951758,0.054349960863050314,circular
ACC005859,0.0,1.0,0.5535813930354372,0.054216477715438416,circular
ACC003278,0.0,0.0,0.633842653316201,0.054024668386792,layering
ACC009279,0.0286544856296319,0.0,0.590608589472064,0.05390885220057853,layering
ACC003276,0.0,0.0,0.6302777238151155,0.05385664024060868,layering
ACC006983,0.0276130365344722,0.0,0.5897880840068422,0.05380048609465608,layering
ACC007449,0.0,0.0,0.6278648416584304,0.05374319210252898,layering
ACC006366,0.0043903881860327,0.0,0.619030420818982,0.053621831659328704,layering
ACC007786,0.0,0.0,0.6233869187376464,0.05353324761813402,layering
ACC002414,0.0,0.0,0.6218338360339902,0.0534606132367304,layering
ACC001692,0.0226853530513829,0.0,0.5889564611928877,0.0534328573847477,layering
ACC006943,0.0,0.0,0.619061891287985,0.053331206296997696,layering
ACC007371,0.0,0.0,0.6187323224336655,0.05331584020553048,layering
ACC008270,0.0,0.0,0.6174438229177724,0.05325580422602694,layering
ACC009012,0.0,0.0,0.6150608395025917,0.05314494024939906,layering
ACC005500,0.0,0.0,0.6147643261505308,0.053131160752362606,layering
ACC006921,0.0,0.0,0.6144259088194537,0.05311543802456793,layering
ACC001865,0.0088520555771471,0.0,0.6016732647623136,0.05310822221209076,layering
ACC007260,0.0,0.0,0.6126918259927984,0.05303494214614997,layering
ACC002014,0.0,0.0,0.6122519008254466,0.053014539202939456,layering
ACC003731,0.0070772816736823,0.0,0.6020782962094042,0.05300981087236001,layering
ACC000640,0.0,0.0,0.6120729460901773,0.05300624172239504,layering
ACC000612,0.0,0.0,0.6116461538605278,0.0529864578664104,layering
ACC006564,0.0,0.0,0.6111269544275105,0.052962399893949644,layering
ACC003425,0.0044666397925886,0.0,0.604241331399739,0.052937890111226134,layering
ACC000291,0.0386415448692947,0.0,0.555413368672936,0.05292891230900886,layering
ACC001477,0.0,0.0,0.6102660762414317,0.052922532389939735,layering
ACC003885,0.0,0.0,0.6094136159026312,0.05288308263908476,layering
ACC009026,0.0,0.0,0.6093214388041314,0.05287881857532037,layering
ACC006782,0.0,0.0,0.608884667832741,0.052858618194505935,layering
ACC002229,0.0,0.0,0.6085558925644583,0.05284341735330945,layering
ACC008715,0.0,0.0,0.6082683956622336,0.05283012838970271,layering
ACC001790,0.0,0.0,0.6081257335093546,0.05282353529130446,layering
ACC005384,0.0,0.0,0.60802882216418,0.052819056999050686,layering
ACC006762,0.0,0.0,0.6076360847935381,0.05280091219810107,layering
ACC003432,0.0,0.0,0.6069927014126287,0.05277120005640976,layering
ACC002150,0.0,0.0,0.6067358905882257,0.052759344663518046,layering
ACC004895,0.0,0.0,0.6066340309690171,0.052754643121425394,layering
ACC009349,0.0,0.0,0.6064955214514497,0.052748250561993205,layering
ACC005410,0.0,0.0,0.606384261850378,0.05274311618390344,layering
ACC009871,0.0,0.0,0.6062507502998477,0.05273695555180738,layering
ACC008278,0.0083445483937536,0.0,0.5943286044461654,0.052734783429740174,layering
ACC008272,0.0,0.0,0.6061930610339973,0.05273429380253815,layering
ACC000486,-0.0044815451420158,0.0,0.6124074873983877,0.052726763183957685,layering
ACC002585,0.0,0.0,0.6057588185132035,0.052714262175665584,layering
ACC007697,0.0,0.0,0.6042798869957342,0.05264609289777276,layering
ACC000406,0.0,0.0,0.6039028015603122,0.05262872499731173,layering
ACC009094,0.0,0.0,0.6038930125234123,0.05262827420333764,layering
ACC001036,0.0,0.0,0.6038529594412153,0.05262642976078103,layering
ACC000653,0.0025328290198705,0.0,0.5988954456879635,0.052564157155558185,layering
ACC009381,0.0,0.0,0.601952786182059,0.05253899699100112,layering
ACC004646,0.0,0.0,0.6018373826849933,0.052533691345744475,layering
ACC000991,0.0,0.0,0.6016000576827943,0.05252278198200954,layering
ACC005336,0.0,0.0,0.6014491449213036,0.05251584593212866,layering
ACC000284,0.0,0.0,0.6014232775389354,0.0525146571370662,layering
ACC006995,0.003885898684762,0.0,0.5958667677404711,0.05251343863113585,layering
ACC001347,0.0,0.0,0.6013756042646798,0.05251246626867201,layering
ACC004216,0.0,0.0,0.6013522712125757,0.052511394008648626,layering
ACC005129,0.0,0.0,0.6010280315474528,0.05249649585950741,layering
ACC007780,0.0,0.0,0.6007059819248387,0.052481702290650155,layering
ACC008770,0.0,0.0,0.6006111987159432,0.05247734910946137,layering
ACC006305,0.0,0.0,0.6003830876912499,0.05246687387751547,layering
ACC006580,0.0,0.0,0.5994249938806602,0.05242289820717723,layering
ACC008017,0.0,0.0,0.5993584589379755,0.05241984560465687,layering
ACC000644,0.0,0.0,0.5989847064488061,0.05240270107724141,layering
ACC005140,0.0,0.0,0.5987495362547747,0.05239191622066888,layering
ACC008740,0.0,0.0,0.598594775964734,0.05238482008973758,layering
ACC001951,0.0201045293440588,0.0,0.5699459659579085,0.05238306892803033,layering
ACC004361,0.0,0.0,0.5985255432337707,0.05238164589673297,layering
ACC009205,0.0,0.0,0.5984389678920593,0.052377676832696445,layering
ACC004072,0.0,0.0,0.5982194522606529,0.052367614367683966,layering
ACC004036,0.0,0.0,0.5981965263848386,0.05236656356460822,layering
ACC001818,0.0,0.0,0.597899995771804,0.052352973936411605,layering
ACC002996,0.0,0.0,0.5978529949921567,0.05235082025521933,layering
ACC003654,0.0,0.0,0.5978432672156807,0.05235037451712722,layering
ACC006912,0.0,0.0,0.5978147116801135,0.05234906608981039,layering
ACC009995,0.0,0.0,0.5974461566523804,0.05233218150730212,layering
ACC009811,0.0,0.0,0.5973614838923373,0.05232830312768664,layering
ACC002536,0.0,0.0,0.5973513835945057,0.05232784050837241,layering
ACC005309,0.0027845732925274,0.0,0.5933648225485406,0.05232674794128823,layering
ACC000833,0.0,0.0,0.597301258925715,0.05232554472830197,layering
ACC006259,0.0,0.0,0.5971841147616253,0.05232017973250372,layering
ACC005724,0.0,0.0,0.5971696087515913,0.052319515419030425,layering
ACC004759,0.0,0.0,0.5969870694092843,0.05231115657572417,layering
ACC004155,0.0,0.0,0.5968695836532858,0.05230577733425336,layering
ACC006039,0.0,0.0,0.5968465834084159,0.0523047242986501,layering
ACC006367,0.0,0.0,0.5967868676860117,0.05230199038727832,layering
ACC004644,0.0,0.0,0.5966920672645714,0.05229765050188945,layering
ACC008750,-0.0114297913731696,0.0,0.6128975750924416,0.052294897121704424,layering
ACC007076,0.0,0.0,0.5965878061841129,0.05229287790817235,layering
ACC003677,0.0,0.0,0.5964662349963278,0.05228731345685317,layering
ACC009672,0.0,0.0,0.5963913176080148,0.05228388468152138,layering
ACC009856,0.0,0.0,0.5961169694198011,0.05227133028700127,layering
ACC006171,0.0,0.0,0.5958856044181338,0.05226074505171284,layering
ACC004673,0.0,0.0,0.5958624501350528,0.052259685826089114,layering
ACC005705,0.0,0.0,0.5958112939449759,0.05225734568530372,layering
ACC002725,0.0,0.0,0.5956976144410452,0.05225214576893829,layering
ACC003638,-0.0009826632472902,0.0,0.5968660238841182,0.052241626088678834,layering
ACC007273,0.0,0.0,0.5954321308554422,0.05224000394965208,layering
ACC008856,0.0075839311516323,0.0,0.5845419741157776,0.05223554469943293,layering
ACC006859,0.0,0.0,0.5951722070210165,0.05222811898682385,layering
ACC007278,0.0,0.0,0.5949974916045362,0.052220131596951595,layering
ACC001635,0.0,0.0,0.594626318547116,0.05220316666781283,layering
ACC000646,0.0,0.0,0.5945636271271677,0.052200301792141295,layering
ACC009038,0.0,0.0,0.5941035100975124,0.05217927988697876,layering
ACC005681,0.0,0.0,0.5939262265104008,0.05217118225944909,layering
ACC007148,0.0,0.0,0.5938970083882111,0.05216984780279505,layering
ACC002344,-0.0044815451420158,0.0,0.6002080428551614,0.052166805184452485,layering
ACC000941,0.0,0.0,0.593743903652552,0.05216285569616167,layering
ACC002276,0.0,0.0,0.5937398923445756,0.052162672516521465,layering
ACC001343,0.0042968286707116,0.0,0.5876102364281872,0.0521619935185884,layering
ACC000287,0.0,0.0,0.5934875602809013,0.052151150789403286,layering
ACC008168,0.0,0.0,0.5934850909591514,0.05215103804965692,layering
ACC009498,0.0,0.0,0.5933262423347888,0.05214378611553559,layering
ACC003046,0.0,0.0,0.593323262988814,0.05214365010822332,layering
ACC007884,0.0,0.0,0.5933168770503331,0.05214335859089981,layering
ACC003752,0.0020295958926404,0.0,0.5902599586740082,0.052135661911987236,layering
ACC000096,0.0,0.0,0.5931416658340821,0.0521353608207501,layering
ACC006672,0.0,0.0,0.5930945497044153,0.05213321033444454,layering
ACC007759,0.0,0.0,0.5928233541229233,0.052120833986862014,layering
ACC005855,0.0,0.0,0.5927491422303743,0.05211744771875386,layering
ACC004728,-0.0002307444791792,0.0,0.5930353804715016,0.05211552531149136,layering
ACC004454,0.0,0.0,0.5925301908126238,0.05210745823772806,layering
ACC005688,0.0,0.0,0.5924918137173498,0.052105707500234515,layering
ACC005477,0.0,0.0,0.5924677394530812,0.05210460927672654,layering
ACC006180,0.0,0.0,0.5924159152383712,0.05210224522591904,layering
ACC000820,0.0,0.0,0.5921541842465954,0.05209030746456096,layering
ACC008919,0.0,0.0,0.5920721629704262,0.052086566940071584,layering
ACC006437,0.0,0.0,0.5919657219788003,0.052081713149528745,layering
ACC000953,0.0,0.0,0.5918114947985531,0.0520746810306643,layering
ACC009569,0.0,0.0,0.5917660273649651,0.05207260807580229,layering
ACC008689,0.0,0.0,0.5917594183097624,0.05207230676172173,layering
ACC001456,0.0,0.0,0.5917470685481446,0.05207174372695117,layering
ACC005891,0.0,0.0,0.5917400355530354,0.05207142309007118,layering
ACC003460,0.0,0.0,0.591732842680231,0.052071095166237195,layering
ACC008576,0.0,0.0,0.5916878073936699,0.05206904204711056,layering
ACC004720,0.0,0.0,0.591632733028766,0.05206653135921556,layering
ACC001908,0.0,0.0,0.5915325308880139,0.05206196371433814,layering
